Brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage
Opel,Corsa,2017,7190.0,Manual,9574.0,Petrol,30.0,55.4,1.4,78.0,1,0.0
Volkswagen,Polo,2017,10291.0,Manual,23160.0,Petrol,145.0,60.1,1.0,60.0,0,0.0
Volkswagen,Golf,2017,22000.0,Automatic,28385.0,Hybrid,135.0,,1.4,49.0,3,0.0
Opel,Corsa,2020,16998.0,Manual,10.0,Petrol,145.0,52.3,1.2,60.0,0,0.0
Volkswagen,Golf,2016,16850.0,Automatic,37000.0,Diesel,30.0,62.8,2.0,63.0,2,0.0
Hyundai,Tucson,2019,22000.0,Semi-Auto,5000.0,Petrol,150.0,36.2,1.6,3.25476012547432,4,0.0
Toyota,Yaris,2017,7350.0,Manual,55104.0,Petrol,30.0,58.0,1.3,87.0,0,0.0
Volkswagen,Tiguan,2020,25000.0,Manual,,Petrol,145.0,38.2,1.5,89.0,3,0.0
BMW,2 Series,2019,21920.0,Semi-Auto,7060.0,Diesel,145.0,49.6,2.0,36.0,2,0.0
Volkswagen,Golf,2016,16898.0,Manual,24180.0,Diesel,20.0,67.3,,83.0,1,0.0
BMW,1 Series,2019,25999.0,Semi-Auto,575.0,Diesel,145.0,,2.0,87.0,1,0.0
Toyota,Aygo,2016,7995.0,Manual,25300.0,,0.0,69.0,1.0,125.59430831674894,1,0.0
Mercedes-Benz,C-Class,2019,20980.0,Semi-Auto,15933.0,Petrol,145.0,44.1,1.5,83.0,0,0.0
Ford,Kuga,2017,10990.0,Manual,32974.0,Diesel,150.0,64.2,1.5,94.0,0,0.0
Audi,A3,2019,22910.0,Automatic,6650.0,Petrol,145.0,44.1,1.5,52.0,0,0.0
Toyota,Aygo,2019,10195.0,Manual,6929.0,Petrol,145.0,56.5,1.0,42.0,4,0.0
Opel,Insignia,2018,12985.0,Manual,29557.0,Diesel,145.0,70.6,1.6,30.0,4,0.0
Audi,A6,2020,52500.0,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0,77.0,1,0.0
Ford,Fiesta,2015,5980.0,Manual,69043.0,Petrol,0.0,65.7,1.0,79.0,2,0.0
Volkswagen,Polo,2017,10200.0,Manual,24609.0,Petrol,20.0,60.1,1.2,38.0,0,0.0
BMW,4 Series,2017,24995.0,Semi-Auto,13543.0,Diesel,160.0,50.4,3.0,66.0,4,0.0
Ford,Focus,2019,15260.0,Manual,11301.0,Petrol,,,1.0,75.0,0,0.0
Volkswagen,Polo,2016,12500.0,Semi-Auto,19000.0,Petrol,20.0,60.1,1.2,64.0,2,0.0
Mercedes-Benz,C-Class,2019,25780.0,Semi-Auto,,Diesel,,,2.0,72.0,3,0.0
Hyundai,Santa Fe,2016,18491.0,Manual,34284.0,Diesel,200.0,47.1,2.2,53.0,2,0.0
Škoda,Octavia,2017,16500.0,Manual,28518.0,Diesel,30.0,62.8,2.0,72.0,4,0.0
Mercedes-Benz,C-Class,2019,41699.0,Semi-Auto,7400.0,Petrol,,,3.0,36.0,0,0.0
Opel,Corsa,2017,9499.0,Manual,18656.0,Petrol,145.0,54.3,1.4,,3,0.0
Volkswagen,Golf,2018,13995.0,Manual,22000.0,Petrol,145.0,55.4,1.5,50.0,0,0.0
Opel,Grandland X,2019,17060.0,Automatic,13991.0,Diesel,145.0,57.7,1.5,78.0,0,0.0
Ford,Focus,2015,8498.0,Manual,22811.0,Petrol,20.0,60.1,1.0,76.0,3,0.0
Opel,Crossland X,2019,16690.0,Manual,2477.0,Diesel,145.0,61.4,1.5,69.0,1,0.0
Mercedes-Benz,C-Class,2019,28799.0,Semi-Auto,12030.0,Petrol,,,1.5,47.0,0,0.0
Volkswagen,T-Roc,2018,18995.0,Manual,15307.0,Petrol,145.0,53.3,1.5,98.0,4,0.0
Hyundai,i800,2016,13495.0,Manual,40000.0,Diesel,300.0,37.7,2.5,65.0,2,0.0
Ford,Fiesta,2017,9670.0,Manual,,Petrol,150.0,65.7,1.0,58.0,2,0.0
Opel,Mokka X,2018,12698.0,Manual,20016.0,Petrol,145.0,47.1,1.4,79.0,0,0.0
Ford,Focus,2017,10990.0,Manual,9667.0,Petrol,,,1.0,46.0,2,0.0
Hyundai,i20,2017,7999.0,Manual,44120.0,Petrol,150.0,62.8,1.0,82.0,2,0.0
Opel,Astra,2017,9998.0,Semi-Auto,19807.0,Petrol,145.0,51.4,1.4,,3,0.0
Škoda,Octavia,2017,11490.0,Manual,14017.0,Petrol,30.0,55.4,1.4,52.0,3,0.0
Ford,Mondeo,2018,15498.0,Automatic,25950.0,Petrol,150.0,44.8,1.5,65.0,4,0.0
Opel,Corsa,2016,7898.0,Manual,7312.0,Petrol,30.0,55.4,1.4,42.0,2,0.0
Škoda,Octavia,2014,8495.0,Manual,65299.0,Diesel,0.0,74.3,1.6,37.0,3,
Ford,Kuga,2017,14750.0,Manual,15093.0,Diesel,145.0,64.2,1.5,57.0,4,0.0
Volkswagen,Polo,2016,10542.0,,12000.0,,20.0,60.1,1.2,33.0,,0.0
Opel,Corsa,2019,10990.0,Manual,318.0,Petrol,145.0,43.5,1.4,42.0,0,0.0
Opel,Insignia,2018,13699.0,Manual,23889.0,Petrol,145.0,50.4,1.5,63.0,3,0.0
Ford,Fiesta,2016,7999.0,Manual,30900.0,Petrol,0.0,65.7,1.0,86.0,4,0.0
Ford,Focus,2017,12750.0,Manual,3640.0,Petrol,145.0,60.1,1.0,38.0,2,0.0
BMW,X3,2019,33292.0,Semi-Auto,6500.0,Diesel,145.0,54.3,2.0,74.0,,0.0
Ford,Fiesta,2017,12991.0,Manual,9476.0,Petrol,150.0,47.9,1.6,34.0,4,0.0
Škoda,Fabia,2017,11495.0,Semi-Auto,9576.0,Petrol,145.0,61.4,1.0,94.0,2,0.0
Mercedes-Benz,C-Class,2019,27295.0,Semi-Auto,4200.0,Diesel,,,1.6,41.0,2,0.0
Opel,Corsa,2016,7290.0,Manual,19613.0,Petrol,30.0,55.4,1.4,81.0,1,0.0
Mercedes-Benz,C-Class,2019,26980.0,Semi-Auto,9477.0,Diesel,,,2.0,54.0,3,0.0
Ford,Focus,2019,14925.0,Manual,12987.0,Petrol,,,1.0,51.0,4,0.0
Mercedes-Benz,A-Class,2019,25490.0,Semi-Auto,1949.0,Petrol,145.0,53.3,1.3,55.0,4,0.0
Mercedes-Benz,E-Class,2012,8999.0,Automatic,83763.0,Diesel,145.0,55.4,2.1,51.0,1,0.0
Mercedes-Benz,C-Class,2017,16495.0,Semi-Auto,34270.0,Diesel,,,1.6,68.0,3,0.0
Opel,Astra,2020,16650.0,Manual,20.0,Petrol,145.0,54.3,1.2,91.0,2,0.0
Volkswagen,Tiguan,2016,17299.0,Manual,25638.0,Diesel,160.0,50.4,2.0,50.0,3,0.0
Opel,Insignia,2016,9649.0,Manual,29672.0,Diesel,20.0,72.4,1.6,39.0,3,0.0
Opel,Astra,2016,8800.0,Manual,13915.0,Petrol,125.0,51.4,1.4,77.0,4,0.0
Volkswagen,Golf,2018,14995.0,Manual,,Diesel,150.0,57.7,1.6,83.0,2,0.0
Ford,,2018,11990.0,Manual,21289.0,Petrol,150.0,60.1,1.0,56.0,0,0.0
Toyota,RAV4,2016,20250.0,Automatic,29200.0,Hybrid,20.0,57.6,2.5,47.0,1,0.0
Volkswagen,Polo,2019,18995.0,Semi-Auto,2572.0,Petrol,145.0,39.8,2.0,71.0,0,
Volkswagen,,2019,23990.0,Automatic,6000.0,Petrol,145.0,11.417267753816397,1.5,37.0,3,0.0
BMW,1 Series,2017,14500.0,Automatic,27245.0,Diesel,145.0,68.9,2.0,89.0,3,0.0
Volkswagen,Golf,2017,12995.0,Manual,26039.0,Petrol,30.0,53.3,1.4,61.0,2,0.0
Ford,Focus,2018,18797.0,Manual,11597.0,Diesel,145.0,67.3,2.0,62.0,1,
Mercedes-Benz,C-Class,2017,21495.0,Semi-Auto,17442.0,Diesel,145.0,58.9,2.1,91.0,3,0.0
Mercedes-Benz,C-Class,2016,20365.0,Semi-Auto,21430.0,Petrol,145.0,49.6,2.0,89.0,4,0.0
Mercedes-Benz,GLE-Class,2017,26998.0,Semi-Auto,37610.0,Diesel,150.0,42.8,3.0,31.0,0,0.0
Ford,EcoSport,2016,9400.0,Manual,32105.0,Petrol,125.0,53.3,1.0,80.0,4,0.0
Mercedes-Benz,E-Class,2019,24780.0,Semi-Auto,2000.0,Diesel,145.0,72.4,2.0,60.0,4,0.0
Mercedes-Benz,E-Class,2017,18936.0,Automatic,21195.0,Diesel,20.0,72.4,2.0,56.0,,0.0
Audi,A4,2019,27950.0,Automatic,2777.0,Petrol,145.0,40.9,2.0,79.0,1,0.0
Volkswagen,Touran,2016,17498.0,Manual,12371.0,Petrol,125.0,52.3,1.2,46.0,0,0.0
Toyota,CH-R,2019,24990.0,Automatic,8665.0,Hybrid,135.0,74.3,1.8,61.0,3,0.0
Škoda,Citigo,2019,8995.0,Unknown,2490.0,Petrol,145.0,65.7,1.0,54.0,3,0.0
Audi,A4,2020,42840.0,Semi-Auto,5233.0,Diesel,145.0,39.2,3.0,71.0,3,0.0
Hyundai,i10,2018,7497.0,Manual,11841.0,Petrol,145.0,,1.0,94.0,4,0.0
Toyota,Yaris,2016,7995.0,Manual,24790.0,Petrol,0.0,66.0,1.0,90.0,4,0.0
Ford,Focus,2017,17750.0,Manual,5597.0,Petrol,,,2.0,42.0,2,0.0
Ford,Focus,2019,19950.0,Automatic,7142.0,Diesel,,,2.0,41.0,,0.0
Škoda,Roomster,2014,7995.0,Semi-Auto,24606.0,,145.0,49.6,1.2,68.0,0,0.0
Volkswagen,Passat,2017,14250.0,Semi-Auto,20168.0,Petrol,145.0,56.5,1.4,33.0,4,0.0
Audi,Q3,2017,18750.0,Semi-Auto,23950.0,Diesel,145.0,56.5,2.0,72.0,1,0.0
Ford,Fiesta,2014,9495.0,Manual,38901.0,Petrol,145.0,47.9,1.6,75.0,3,0.0
Škoda,Fabia,2018,8498.0,Manual,27450.0,Petrol,150.0,57.7,,87.0,4,0.0
Volkswagen,Polo,2019,15995.0,Manual,6401.0,Petrol,150.0,49.6,1.0,87.0,3,0.0
Audi,A3,2020,30990.0,Semi-Auto,6000.0,Petrol,145.0,41.5,1.5,32.0,1,0.0
Volkswagen,Passat,2018,16998.0,Semi-Auto,27996.0,Petrol,145.0,55.4,1.4,64.0,4,0.0
Ford,Focus,2018,13450.0,Manual,17897.0,Petrol,145.0,57.7,1.0,62.0,4,0.0
BMW,4 Series,2019,24250.0,Semi-Auto,10125.0,Diesel,145.0,,2.0,90.0,3,0.0
Toyota,Prius,2019,22490.0,Automatic,1995.0,Hybrid,135.0,61.4,1.8,47.0,1,0.0
Mercedes-Benz,C-Class,2019,26299.0,Semi-Auto,8059.0,Petrol,,9.429178950613696,1.5,73.0,1,0.0
Ford,Fiesta,2019,17000.0,Manual,796.0,Petrol,,58.9,1.0,80.0,4,0.0
Volkswagen,Up,2019,9999.0,Manual,,Petrol,145.0,54.3,1.0,68.0,0,0.0
Audi,A3,2017,16000.0,Manual,26249.0,Diesel,30.0,67.3,1.6,84.0,2,0.0
Opel,Mokka,2016,9210.0,Manual,18348.0,Petrol,160.0,44.8,1.4,67.0,4,0.0
Audi,Q7,2017,46950.0,Automatic,36813.0,Diesel,300.0,39.2,4.0,85.0,1,0.0
Audi,Q3,2019,24990.0,Manual,6000.0,Petrol,145.0,40.9,1.5,44.0,4,0.0
Mercedes-Benz,C-Class,2019,29998.0,Semi-Auto,28000.0,Petrol,,,2.0,93.0,2,0.0
Opel,Corsa,2017,8995.0,Manual,11500.0,Petrol,145.0,54.3,1.4,83.0,0,0.0
Mercedes-Benz,A-Class,2019,22250.0,Manual,3434.0,Petrol,145.0,28.5,1.3,3.2074178424107345,0,0.0
Toyota,CH-R,2017,19543.0,Automatic,27310.0,Hybrid,0.0,,1.8,78.0,2,0.0
Toyota,Aygo,2014,5052.0,Manual,30577.0,Petrol,0.0,65.7,1.0,40.0,0,
Toyota,Corolla,2019,21995.0,Automatic,8789.0,Hybrid,135.0,85.6,1.8,34.0,4,0.0
Mercedes-Benz,GLC-Class,2016,22498.0,Semi-Auto,25220.0,Diesel,125.0,56.5,2.1,65.0,1,0.0
Mercedes-Benz,GLC-Class,2016,22650.0,Automatic,52567.0,Diesel,125.0,56.5,2.1,35.0,3,0.0
Volkswagen,Golf,2014,13600.0,Manual,31054.0,Diesel,20.0,67.3,2.0,38.0,0,0.0
Volkswagen,T-Roc,2019,33990.0,Semi-Auto,3500.0,Petrol,145.0,32.5,2.0,77.0,4,0.0
Ford,Fiesta,2018,10500.0,Manual,33760.0,Petrol,145.0,65.7,1.0,58.0,0,0.0
Ford,Kuga,2017,17000.0,Manual,15555.0,Diesel,145.0,54.3,2.0,92.0,3,0.0
Mercedes-Benz,A-Class,2019,21599.0,Semi-Auto,1557.0,Diesel,145.0,65.7,1.5,84.0,4,0.0
Mercedes-Benz,B-Class,2018,16299.0,Manual,6364.0,Petrol,145.0,49.6,1.6,59.0,0,0.0
Škoda,Citigo,2017,6990.0,Manual,20453.0,Petrol,145.0,64.2,1.0,31.0,4,0.0
Audi,A1,2020,21746.0,Semi-Auto,3000.0,Petrol,145.0,44.8,1.0,98.0,4,0.0
Volkswagen,Sharan,2019,23290.0,Semi-Auto,9277.0,Diesel,145.0,41.5,2.0,56.0,1,0.0
Opel,Grandland X,2018,13886.0,Manual,17821.0,Petrol,145.0,44.1,1.2,85.0,3,0.0
Opel,Corsa,2017,7680.0,Manual,28033.0,Petrol,30.0,55.4,1.4,53.0,0,0.0
Audi,Q,2019,20999.0,Manual,5000.0,Petrol,145.0,47.1,1.0,36.0,1,0.0
Volkswagen,Polo,2019,13999.0,Manual,5000.0,Petrol,145.0,52.3,1.0,,4,0.0
Škoda,Kodiaq,2018,19995.0,Manual,15285.0,Diesel,145.0,52.3,2.0,86.0,0,0.0
Škoda,Yeti Outdoor,2017,12490.0,Semi-Auto,43358.0,Petrol,145.0,51.4,1.2,95.0,2,0.0
Opel,Insignia,2011,3995.0,Manual,55041.0,Petrol,265.0,37.2,1.8,53.0,3,0.0
Volkswagen,Golf,2016,11950.0,,17492.0,Petrol,30.0,53.3,1.4,30.0,4,0.0
Hyundai,i20,2018,9445.0,Manual,,Petrol,145.0,46.3,1.2,73.0,,0.0
Mercedes-Benz,GLA-Class,2018,18749.0,Manual,20646.0,Diesel,145.0,64.2,2.1,42.0,2,0.0
Volkswagen,Passat,2017,13999.0,Semi-Auto,41362.0,Diesel,150.0,60.1,2.0,70.0,3,0.0
BMW,3 Series,2019,24898.0,Semi-Auto,11249.0,Diesel,150.0,,2.0,69.0,4,0.0
Volkswagen,Tiguan,2017,15499.0,Manual,,Diesel,145.0,58.9,2.0,55.0,1,0.0
Ford,S-MAX,2017,19750.0,Semi-Auto,28000.0,Diesel,160.0,51.4,2.0,86.0,2,0.0
Mercedes-Benz,C-Class,2019,19849.0,Semi-Auto,14017.0,Petrol,,,1.5,49.0,3,0.0
Volkswagen,Up,2019,9650.0,Manual,1711.0,Petrol,150.0,54.3,1.0,53.0,1,0.0
Opel,Corsa,2016,9495.0,Automatic,23047.0,Petrol,145.0,47.9,1.4,79.0,3,0.0
Ford,Fiesta,2017,10499.0,Manual,12295.0,Petrol,0.0,65.7,1.0,82.0,0,0.0
Ford,Kuga,2018,15000.0,Manual,23353.0,Diesel,150.0,60.1,2.0,70.0,1,0.0
Mercedes-Benz,V-Class,2015,26490.0,Automatic,48500.0,Diesel,,45.6,2.1,63.0,3,0.0
Ford,Focus,2017,13000.0,Manual,12456.0,Petrol,,,1.0,68.0,4,0.0
Mercedes-Benz,E-Class,2018,30399.0,Semi-Auto,5789.0,Diesel,145.0,57.7,2.0,95.0,4,
Škoda,Octavia,2017,12490.0,Manual,43700.0,Diesel,150.0,68.9,1.6,42.0,2,0.0
Škoda,Scala,2019,20995.0,Automatic,3882.0,Diesel,145.0,54.3,1.6,36.0,3,0.0
Škoda,Fabia,2015,5895.0,Manual,26031.0,Petrol,20.0,58.8,1.0,34.0,3,0.0
Mercedes-Benz,C-Class,2019,23250.0,Semi-Auto,9169.0,Petrol,145.0,44.1,1.5,96.0,4,0.0
Audi,Q3,2019,25000.0,Manual,4500.0,Petrol,145.0,40.9,1.5,70.0,4,0.0
Volkswagen,Polo,2019,14290.0,Manual,4325.0,Petrol,150.0,52.3,1.0,52.0,1,0.0
Ford,Focus,2019,14995.0,Manual,12075.0,Petrol,145.0,60.1,1.0,84.0,0,0.0
Mercedes-Benz,C-Class,2019,30976.0,Automatic,5552.0,Petrol,145.0,44.1,2.0,45.0,0,0.0
Volkswagen,Polo,2016,9498.0,Manual,7157.0,Petrol,20.0,60.1,1.0,30.0,4,0.0
Volkswagen,Golf,2015,15497.0,Manual,42700.0,Petrol,150.0,47.1,2.0,51.0,2,0.0
Ford,Fiesta,2017,9400.0,Manual,9405.0,Petrol,145.0,54.3,1.2,53.0,0,0.0
Toyota,Yaris,2019,11500.0,Manual,10644.0,Petrol,145.0,47.9,1.5,51.0,2,0.0
Audi,A5,2019,27491.0,Automatic,5000.0,Petrol,145.0,39.8,2.0,70.0,4,0.0
Volkswagen,Golf,2019,21389.0,Semi-Auto,7800.0,Diesel,145.0,53.3,2.0,65.0,0,0.0
Mercedes-Benz,C-Class,2019,32998.0,Semi-Auto,17.0,Petrol,,,1.5,54.0,1,0.0
Ford,Fiesta,2018,11000.0,Manual,24813.0,Petrol,145.0,56.5,1.0,56.0,4,0.0
Mercedes-Benz,E-Class,2017,18400.0,Automatic,45266.0,Diesel,20.0,72.4,2.0,54.0,0,0.0
Mercedes-Benz,C-Class,2020,30480.0,Semi-Auto,1989.0,Diesel,,,2.0,31.0,2,0.0
Volkswagen,Passat,2016,10499.0,Automatic,64535.0,Diesel,30.0,60.1,2.0,58.0,3,0.0
Audi,A6,2016,18275.0,Semi-Auto,64919.0,Diesel,,58.9,2.0,,1,0.0
Audi,,2020,31990.0,Semi-Auto,4432.0,Petrol,150.0,40.4,1.5,98.0,,0.0
Opel,Astra,2018,12600.0,Manual,24285.0,Petrol,145.0,45.6,1.6,75.0,0,0.0
Ford,S-MAX,2016,14331.0,Automatic,33230.0,Diesel,125.0,52.3,2.0,56.0,3,0.0
Audi,A3,2017,16990.0,Semi-Auto,8129.0,Petrol,145.0,56.5,1.5,48.0,1,0.0
Mercedes-Benz,GLE-Class,2017,26998.0,Semi-Auto,20113.0,Diesel,200.0,47.9,2.1,59.0,3,0.0
Volkswagen,Caddy Maxi Life,2019,22788.0,Semi-Auto,1581.0,Diesel,145.0,46.3,2.0,79.0,4,0.0
Opel,Astra,2019,15995.0,Manual,10.0,Diesel,145.0,58.9,1.6,53.0,0,0.0
Mercedes-Benz,C-Class,2013,9750.0,Automatic,69700.0,Diesel,145.0,53.3,2.1,31.0,0,0.0
Škoda,Superb,2019,28950.0,Automatic,9229.0,Diesel,145.0,47.1,2.0,38.0,2,0.0
Opel,Mokka X,2017,10990.0,Manual,17000.0,Petrol,145.0,47.1,1.4,32.0,4,0.0
Volkswagen,Golf,2016,14390.0,Manual,13900.0,Petrol,125.0,44.1,1.4,72.0,1,0.0
Škoda,Octavia,2016,10999.0,Automatic,23771.0,Petrol,30.0,58.9,2.61964142215505,46.0,1,0.0
Ford,Fiesta,2017,9495.0,Manual,15354.0,Petrol,,65.7,1.0,83.0,2,0.0
Opel,Astra,2009,1950.0,Automatic,112000.0,Petrol,305.0,36.2,1.8,71.0,2,0.0
Volkswagen,Polo,2017,10990.0,Manual,10000.0,,20.0,60.1,1.2,76.0,4,0.0
Volkswagen,Passat,2016,12995.0,Semi-Auto,43696.0,Diesel,20.0,70.6,1.6,54.0,0,0.0
Volkswagen,Tiguan,2016,16495.0,Automatic,33250.0,Diesel,160.0,49.6,2.0,54.0,,0.0
,,2017,8600.0,Manual,28820.0,Diesel,0.0,74.4,1.5,,0,0.0
Opel,Astra,2016,10998.0,Semi-Auto,10799.0,Petrol,125.0,50.4,1.4,63.0,0,0.0
Toyota,Auris,2017,11998.0,Automatic,3589.0,Petrol,20.0,61.4,1.2,46.0,4,0.0
Opel,Mokka,2016,9739.0,Manual,17025.0,Diesel,20.0,68.9,1.6,49.0,0,0.0
Ford,Fiesta,2016,8450.0,Manual,29303.0,Petrol,0.0,65.7,1.0,95.0,3,0.0
Mercedes-Benz,E-Class,2013,11795.0,Automatic,53300.0,Diesel,125.0,58.9,2.1,80.0,0,0.0
Volkswagen,Golf,2016,8490.0,Manual,27000.0,Diesel,0.0,74.3,1.6,41.0,3,0.0
Ford,Focus,2018,18947.0,Manual,9615.0,Petrol,,,2.0,52.0,4,0.0
Audi,Q3,2020,30990.0,Semi-Auto,1000.0,Petrol,150.0,40.4,1.5,57.0,0,0.0
Mercedes-Benz,A-Class,2016,14500.0,Automatic,54276.0,Diesel,20.0,68.9,2.1,46.0,2,
Opel,Corsa,2018,9149.0,Manual,7628.0,Petrol,145.0,43.5,1.4,61.0,0,0.0
Mercedes-Benz,C-Class,2019,41499.0,Semi-Auto,8116.0,Petrol,,,3.0,33.0,2,0.0
Mercedes-Benz,B-Class,2019,24790.0,Semi-Auto,7463.0,Diesel,145.0,55.4,,62.0,4,0.0
Hyundai,Tucson,2019,18895.0,Semi-Auto,4367.0,Petrol,150.0,36.2,1.6,58.0,0,0.0
Audi,A4,2014,10000.0,Manual,80120.0,Diesel,30.0,62.8,2.0,72.0,2,0.0
Audi,A3,2016,17980.0,Manual,23663.0,Diesel,125.0,,2.0,53.0,0,0.0
Hyundai,Getz,2007,1995.0,Unknown,57000.0,Petrol,125.0,51.4,1.1,45.0,4,
BMW,1 Series,2017,10800.0,Manual,60281.0,Diesel,20.0,70.6,1.5,61.0,3,0.0
Volkswagen,T-Roc,2017,11489.0,Manual,17954.0,Petrol,150.0,60.1,1.0,66.0,2,0.0
Volkswagen,Polo,2017,11912.0,,16000.0,Petrol,20.0,60.1,1.2,78.0,0,0.0
Volkswagen,Golf,2020,19990.0,Semi-Auto,2232.0,Diesel,150.0,54.3,1.6,79.0,3,0.0
Volkswagen,T-Roc,2019,21290.0,Manual,1780.0,Diesel,145.0,50.4,1.6,63.0,,0.0
BMW,1 Series,2016,14298.0,Manual,22265.0,Diesel,20.0,70.6,1.5,44.0,4,0.0
Opel,Viva,2016,5725.0,Manual,7000.0,Petrol,20.0,62.8,1.0,46.0,4,0.0
Škoda,Yeti Outdoor,2015,11995.0,Semi-Auto,19805.0,Petrol,125.0,51.4,1.2,125.45359879680294,1,0.0
Volkswagen,Polo,2017,8998.0,Manual,17602.0,Petrol,303.1488914624556,60.1,1.0,92.0,0,0.0
BMW,1 Series,2014,15295.0,Automatic,28893.0,,235.0,37.7,3.0,49.0,4,0.0
Mercedes-Benz,C-Class,2019,26995.0,Semi-Auto,6447.0,Diesel,145.0,64.2,,31.0,0,0.0
Opel,Astra,2017,9850.0,Manual,30000.0,Petrol,145.0,62.8,1.0,85.0,0,0.0
Opel,Mokka,2014,7995.0,Manual,41123.0,Diesel,125.0,57.6,1.7,35.0,1,0.0
Toyota,Yaris,2016,11975.0,Automatic,23330.0,Hybrid,0.0,78.0,1.5,73.0,4,0.0
Audi,A1,2019,19990.0,Semi-Auto,1234.0,Petrol,145.0,47.1,1.0,36.0,2,0.0
Toyota,Yaris,2017,9725.0,,,Petrol,145.0,60.1,1.5,97.0,3,0.0
Škoda,Octavia,2019,18000.0,Semi-Auto,10096.0,,150.0,64.2,2.0,45.0,1,0.0
Opel,Insignia,2017,11699.0,Manual,16500.0,Petrol,145.0,47.1,1.5,56.0,2,0.0
Opel,Insignia,2019,17930.0,Manual,31212.0,Diesel,145.0,53.3,2.0,49.0,2,0.0
Volkswagen,Golf,2020,20790.0,Manual,2500.0,,145.0,50.4,1.5,76.0,3,0.0
Ford,Fiesta,2019,17500.0,Manual,3341.0,Petrol,145.0,60.1,1.0,85.0,1,0.0
Audi,A4,2016,13110.0,Semi-Auto,51124.0,Diesel,0.0,72.4,2.0,81.0,3,0.0
Ford,Ka+,2019,10500.0,Manual,5.0,Petrol,145.0,47.9,1.2,84.0,0,0.0
Toyota,Yaris,2018,11398.0,Manual,10997.0,Petrol,145.0,47.1,1.5,96.0,1,0.0
Mercedes-Benz,C-Class,2019,29899.0,Automatic,4500.0,Diesel,,,2.0,53.0,4,0.0
Ford,Fiesta,2018,10500.0,Manual,35620.0,,145.0,65.7,1.0,60.0,3,0.0
Volkswagen,Golf,2019,20498.0,Manual,8.0,Diesel,145.0,62.8,2.0,58.0,2,0.0
Opel,Combo Life,2018,12495.0,Manual,550.0,Diesel,145.0,53.3,1.5,31.0,0,0.0
Ford,Focus,2017,9980.0,Manual,27700.0,Petrol,,,1.0,93.0,1,0.0
Škoda,Fabia,2019,11995.0,Manual,5500.0,Petrol,145.0,61.4,1.0,77.0,1,0.0
Ford,Focus,2019,16000.0,Manual,4500.0,Petrol,,,1.0,51.0,0,0.0
Ford,Fiesta,2018,12000.0,Manual,30418.0,Petrol,145.0,62.8,1.0,58.0,4,0.0
Hyundai,Tucson,2017,13500.0,Manual,9654.0,Diesel,145.0,61.7,1.7,92.0,3,0.0
Mercedes-Benz,C-Class,2005,2495.0,Automatic,110461.0,Diesel,,,2.1,57.0,1,0.0
Ford,Focus,2019,15940.0,Manual,6259.0,Diesel,,,1.5,60.0,0,0.0
Ford,EcoSport,2018,13895.0,Automatic,28536.0,Petrol,145.0,48.7,1.0,34.0,1,0.0
Ford,Fiesta,2018,11499.0,Manual,16891.0,Petrol,145.0,65.7,1.0,46.0,2,0.0
Volkswagen,Passat,2020,20998.0,Semi-Auto,50.0,Diesel,145.0,49.6,1.6,88.0,4,0.0
Toyota,Aygo,2019,9750.0,Manual,3765.0,Petrol,145.0,57.7,1.0,61.0,4,0.0
Toyota,Auris,2017,15295.0,Automatic,17660.0,Hybrid,135.0,78.5,1.8,56.0,4,0.0
Audi,Q2,2017,16495.0,Manual,26500.0,Petrol,145.0,52.3,1.4,61.0,4,0.0
Hyundai,i30,2019,13498.0,Manual,5449.0,Petrol,150.0,45.6,1.0,82.0,6,0.0
Ford,Focus,2016,9899.0,Manual,33228.0,Petrol,,,1.0,94.0,0,0.0
Hyundai,Tucson,2011,19970.0,Automatic,20000.0,Diesel,150.0,46.3,1.6,72.0,0,0.0
Toyota,CH-R,2018,15790.0,Manual,12600.0,Petrol,145.0,41.5,1.2,80.0,3,0.0
Opel,Astra,2020,14990.0,Manual,100.0,Petrol,145.0,54.3,1.2,87.0,0,0.0
Ford,Focus,2016,15500.0,Manual,13036.0,Petrol,200.0,41.5,2.0,63.0,2,0.0
Volkswagen,Polo,2019,14999.0,Manual,6705.0,Petrol,145.0,52.3,1.0,76.0,3,0.0
Mercedes-Benz,A-Class,2018,19860.0,Semi-Auto,11149.0,Diesel,145.0,65.7,1.5,36.0,2,0.0
Volkswagen,,2020,18790.0,Manual,1500.0,Petrol,145.0,48.7,1.0,53.0,0,0.0
Mercedes-Benz,C-Class,2014,16964.0,Automatic,20281.0,Diesel,30.0,64.2,2.1,55.0,2,0.0
Opel,Corsa,2015,9995.0,Manual,30000.0,Petrol,235.0,37.7,1.6,58.0,2,0.0
Ford,Focus,2018,18497.0,Manual,13169.0,Petrol,145.0,41.5,2.0,35.0,3,0.0
Mercedes-Benz,C-Class,2014,15981.0,Semi-Auto,49552.0,Diesel,,,2.1,,2,0.0
Ford,EcoSport,2019,15150.0,Manual,48.0,Petrol,,53.3,1.0,52.0,2,0.0
Audi,A6,2016,20190.0,Semi-Auto,13664.0,Diesel,30.0,61.4,2.0,88.0,1,0.0
BMW,2 Series,2017,17110.0,Semi-Auto,34032.0,Diesel,145.0,65.7,2.0,78.0,4,0.0
